Z=0.020000,Y=0.270,000 OS=0,.20 l/Hp,1.7432,01 [Fe/,H]= 0.0,46320 [,Alpha/F,e]= 0.00,,
M/Msun,logT,logL/Ls,logg,Mv,U-B,B-V,V-R,V-I,#(x=-1),#(x=1.35),#(x=3)
age(Gyr)=,0.001  3,5 points,,,,,,,,,
0.8203333,3.715,-0.2144,4.3783,5.486,0.496,0.847,0.468,0.885,1.22E+01,8.45E+00,5.76E+00
0.826519,3.7169,-0.1874,4.3622,5.41,0.479,0.838,0.462,0.875,1.26E+01,8.59E+00,5.78E+00
0.8329324,3.7186,-0.1588,4.3437,5.33,0.463,0.829,0.456,0.866,1.26E+01,8.46E+00,5.63E+00
0.839151,3.7203,-0.1295,4.3245,5.248,0.448,0.82,0.451,0.857,1.24E+01,8.16E+00,5.36E+00
0.8453343,3.7217,-0.0984,4.3022,5.163,0.434,0.813,0.446,0.849,1.23E+01,7.97E+00,5.17E+00
0.8514667,3.723,-0.0656,4.2777,5.074,0.422,0.805,0.441,0.841,1.29E+01,8.21E+00,5.26E+00
0.8582483,3.7238,-0.0284,4.2471,4.975,0.413,0.8,0.437,0.836,1.39E+01,8.68E+00,5.49E+00
0.8653737,3.7238,0.0122,4.2101,4.87,0.409,0.797,0.435,0.833,1.29E+01,7.91E+00,4.94E+00
0.8711629,3.7227,0.0472,4.1736,4.783,0.414,0.799,0.436,0.834,1.01E+01,6.09E+00,3.76E+00
0.8754666,3.7207,0.0741,4.1409,4.72,0.427,0.806,0.439,0.841,7.56E+00,4.51E+00,2.76E+00
0.8787218,3.718,0.0948,4.111,4.675,0.444,0.815,0.445,0.85,5.87E+00,3.47E+00,2.11E+00
0.8813333,3.7148,0.1113,4.083,4.644,0.467,0.827,0.451,0.862,4.60E+00,2.70E+00,1.64E+00
0.8833252,3.7111,0.1239,4.0565,4.624,0.493,0.841,0.46,0.876,3.59E+00,2.09E+00,1.26E+00
0.8849188,3.7071,0.1338,4.0314,4.614,0.522,0.856,0.469,0.892,2.91E+00,1.69E+00,1.02E+00
0.8862351,3.703,0.1424,4.0071,4.607,0.552,0.872,0.478,0.909,2.44E+00,1.41E+00,8.47E-01
0.8873561,3.6987,0.151,3.9818,4.602,0.584,0.888,0.489,0.928,2.14E+00,1.23E+00,7.39E-01
0.8883734,3.6944,0.1615,3.9546,4.593,0.616,0.904,0.499,0.946,1.96E+00,1.13E+00,6.75E-01
0.8893186,3.6902,0.1749,3.9249,4.577,0.648,0.92,0.509,0.964,1.89E+00,1.08E+00,6.47E-01
0.8902624,3.6863,0.1935,3.8911,4.546,0.679,0.934,0.518,0.981,1.88E+00,1.07E+00,6.40E-01
0.8911948,3.6828,0.2196,3.8515,4.495,0.706,0.946,0.526,0.995,1.83E+00,1.04E+00,6.21E-01
0.8920897,3.6801,0.2517,3.809,4.425,0.726,0.954,0.532,1.005,1.73E+00,9.88E-01,5.86E-01
0.8929278,3.6782,0.2881,3.7654,4.34,0.74,0.96,0.534,1.011,1.60E+00,9.12E-01,5.41E-01
0.8936939,3.6769,0.3278,3.7209,4.243,0.748,0.962,0.535,1.013,1.47E+00,8.35E-01,4.94E-01
0.8943989,3.676,0.369,3.6765,4.14,0.753,0.964,0.535,1.014,1.36E+00,7.68E-01,4.54E-01
0.8950498,3.6753,0.4111,3.6319,4.034,0.756,0.964,0.535,1.013,1.25E+00,7.08E-01,4.18E-01
0.8956502,3.6748,0.4538,3.5875,3.925,0.757,0.964,0.533,1.012,1.15E+00,6.51E-01,3.84E-01
0.8962025,3.6742,0.4964,3.5427,3.817,0.76,0.965,0.532,1.011,1.07E+00,6.01E-01,3.54E-01
0.8967163,3.6737,0.5394,3.498,3.708,0.761,0.965,0.531,1.009,9.83E-01,5.53E-01,3.26E-01
0.8971851,3.6732,0.5823,3.4533,3.6,0.763,0.966,0.53,1.008,9.02E-01,5.07E-01,2.98E-01
0.8976183,3.6727,0.6254,3.4084,3.49,0.765,0.966,0.529,1.007,8.33E-01,4.68E-01,2.75E-01
0.8980183,3.672,0.6682,3.363,3.383,0.769,0.967,0.528,1.006,7.71E-01,4.32E-01,2.54E-01
0.898389,3.6712,0.711,3.3172,3.277,0.773,0.969,0.528,1.006,7.17E-01,4.02E-01,2.36E-01
0.8987348,3.6704,0.7536,3.2716,3.171,0.778,0.972,0.527,1.007,6.61E-01,3.70E-01,2.17E-01
0.8990497,3.6693,0.7962,3.2247,3.067,0.786,0.975,0.528,1.009,6.06E-01,3.39E-01,1.99E-01
0.8993411,3.6682,0.8388,3.1778,2.964,0.794,0.979,0.529,1.01,5.64E-01,3.15E-01,1.85E-01
0.8996137,3.6671,0.8812,3.1312,2.862,0.802,0.983,0.53,1.013,5.27E-01,2.94E-01,1.72E-01
0.8998677,3.6659,0.9232,3.0845,2.761,0.811,0.988,0.531,1.015,5.07E-01,2.83E-01,1.66E-01
0.9001206,3.6645,0.9649,3.0373,2.663,0.822,0.994,0.533,1.019,5.21E-01,2.91E-01,1.70E-01
0.9003884,3.6631,1.0065,2.9903,2.566,0.833,1.001,0.535,1.024,4.87E-01,2.71E-01,1.59E-01
0.9006075,3.6616,1.0475,2.9434,2.472,0.845,1.008,0.537,1.029,4.25E-01,2.37E-01,1.38E-01
0.9008134,3.66,1.0886,2.896,2.378,0.858,1.017,0.54,1.034,4.00E-01,2.23E-01,1.30E-01
0.9010071,3.6583,1.1294,2.8485,2.286,0.872,1.026,0.544,1.041,3.74E-01,2.08E-01,1.22E-01
0.9011877,3.6566,1.1699,2.8012,2.195,0.886,1.035,0.547,1.047,3.57E-01,1.98E-01,1.16E-01
0.9013638,3.6549,1.2104,2.754,2.105,0.901,1.045,0.551,1.054,3.38E-01,1.88E-01,1.10E-01
0.9015257,3.6532,1.2508,2.7069,2.015,0.915,1.056,0.554,1.061,3.18E-01,1.77E-01,1.03E-01
0.9016818,3.6513,1.2906,2.6596,1.929,0.933,1.067,0.559,1.07,3.48E-01,1.94E-01,1.13E-01
0.901874,3.6496,1.331,2.6125,1.84,0.949,1.078,0.563,1.078,4.56E-01,2.53E-01,1.48E-01
0.9021378,3.6508,1.3203,2.6281,1.858,0.937,1.071,0.56,1.071,5.02E-01,2.79E-01,1.62E-01
0.9023759,3.6496,1.3492,2.5945,1.794,0.949,1.079,0.563,1.077,3.54E-01,1.96E-01,1.14E-01
0.9024914,3.6476,1.3887,2.5471,1.711,0.969,1.091,0.568,1.087,2.22E-01,1.23E-01,7.16E-02
0.9025976,3.6456,1.428,2.4998,1.628,0.99,1.104,0.574,1.098,2.00E-01,1.11E-01,6.45E-02
0.9026911,3.6436,1.4668,2.4531,1.547,1.012,1.117,0.58,1.108,1.83E-01,1.01E-01,5.89E-02
0.9027801,3.6415,1.5054,2.4061,1.468,1.036,1.13,0.587,1.12,1.71E-01,9.46E-02,5.51E-02
0.9028618,3.6393,1.5439,2.3588,1.391,1.062,1.144,0.594,1.133,1.57E-01,8.71E-02,5.07E-02
0.9029373,3.6371,1.582,2.312,1.315,1.089,1.158,0.601,1.147,1.47E-01,8.15E-02,4.74E-02
0.9030089,3.6349,1.6202,2.265,1.239,1.116,1.173,0.609,1.16,1.36E-01,7.53E-02,4.38E-02
0.9030732,3.6327,1.658,2.2184,1.165,1.144,1.187,0.616,1.174,1.26E-01,6.98E-02,4.06E-02
0.9031349,3.6304,1.6958,2.1715,1.092,1.174,1.201,0.624,1.189,1.17E-01,6.49E-02,3.78E-02
0.9031905,3.6281,1.7335,2.1246,1.019,1.203,1.216,0.632,1.205,1.08E-01,5.95E-02,3.46E-02
0.9032424,3.6258,1.7707,2.0782,0.949,1.234,1.231,0.64,1.221,1.01E-01,5.58E-02,3.25E-02
0.9032913,3.6234,1.808,2.0314,0.88,1.267,1.247,0.649,1.239,1.22E-01,6.73E-02,3.91E-02
0.903364,3.6194,1.8696,1.9538,0.768,1.324,1.273,0.664,1.271,1.38E-01,7.64E-02,4.44E-02
0.9034294,3.6155,1.9315,1.8763,0.657,1.383,1.299,0.68,1.305,1.21E-01,6.70E-02,3.90E-02
0.9034851,3.6114,1.9925,1.7989,0.553,1.447,1.327,0.698,1.343,1.06E-01,5.86E-02,3.41E-02
0.9035353,3.6072,2.0531,1.7216,0.454,1.514,1.357,0.716,1.385,9.48E-02,5.24E-02,3.05E-02
0.9035799,3.603,2.1129,1.645,0.36,1.583,1.387,0.736,1.429,8.42E-02,4.66E-02,2.71E-02
0.9036195,3.5987,2.1727,1.568,0.27,1.653,1.418,0.757,1.478,7.50E-02,4.15E-02,2.41E-02
0.9036549,3.5944,2.2317,1.4918,0.186,1.726,1.452,0.779,1.531,6.72E-02,3.72E-02,2.16E-02
0.9036867,3.59,2.2906,1.4153,0.109,1.802,1.488,0.803,1.59,6.00E-02,3.32E-02,1.93E-02
0.9037149,3.5854,2.3483,1.3393,0.043,1.884,1.529,0.829,1.656,5.36E-02,2.96E-02,1.72E-02
0.9037403,3.5808,2.4054,1.2638,-0.018,1.968,1.572,0.857,1.728,4.74E-02,2.62E-02,1.52E-02
0.9037623,3.5761,2.4616,1.1888,-0.071,2.055,1.617,0.887,1.804,4.17E-02,2.30E-02,1.34E-02
0.903782,3.5713,2.5169,1.1143,-0.117,2.146,1.662,0.918,1.885,3.80E-02,2.10E-02,1.22E-02
0.9038003,3.5664,2.5719,1.0397,-0.154,2.238,1.711,0.951,1.973,3.40E-02,1.88E-02,1.09E-02
0.903816,3.5614,2.6255,0.9661,-0.18,2.334,1.762,0.986,2.068,3.03E-02,1.67E-02,9.73E-03
0.9038306,3.5563,2.6782,0.893,-0.197,2.434,1.816,1.023,2.17,2.76E-02,1.53E-02,8.86E-03
0.9038436,3.551,2.7298,0.8202,-0.201,2.539,1.874,1.063,2.281,2.49E-02,1.38E-02,8.00E-03
0.9038555,3.5458,2.7809,0.7483,-0.202,2.646,1.932,1.105,2.394,2.25E-02,1.24E-02,7.22E-03
0.9038661,3.5405,2.8315,0.6765,-0.196,2.759,1.992,1.148,2.512,2.08E-02,1.15E-02,6.68E-03
0.9038763,3.5351,2.8817,0.6047,-0.18,2.876,2.054,1.194,2.639,1.86E-02,1.03E-02,5.97E-03
0.9038847,3.5296,2.9298,0.5346,-0.151,2.996,2.118,1.243,2.772,1.67E-02,9.23E-03,5.36E-03
0.903893,3.524,2.9779,0.4641,-0.113,3.121,2.185,1.294,2.914,1.63E-02,9.01E-03,5.23E-03
0.903901,3.5184,3.0256,0.394,-0.07,3.248,2.253,1.347,3.06,1.42E-02,7.85E-03,4.56E-03
0.9039072,3.5126,3.0708,0.3256,-0.012,3.379,2.324,1.402,3.215,1.25E-02,6.91E-03,4.01E-03
0.9039135,3.5069,3.1161,0.2576,0.047,3.509,2.395,1.457,3.371,1.26E-02,6.96E-03,4.04E-03
0.9039198,3.5011,3.1613,0.1892,0.115,3.643,2.469,1.514,3.536,1.25E-02,6.91E-03,4.01E-03
0.903926,3.4953,3.2061,0.1212,0.189,3.778,2.544,1.572,3.705,1.21E-02,6.68E-03,3.88E-03
0.9039319,3.4893,3.2485,0.0548,0.28,3.918,2.622,1.634,3.884,1.18E-02,6.52E-03,3.79E-03
0.9039378,3.4833,3.291,-0.0117,0.375,4.059,2.702,1.696,4.068,1.17E-02,6.46E-03,3.76E-03
0.9039436,3.4773,3.3334,-0.0781,0.475,4.203,2.783,1.76,4.256,1.17E-02,6.46E-03,3.76E-03
0.9039495,3.4713,3.3759,-0.1446,0.628,4.375,2.882,1.84,4.493,5.90E-03,3.26E-03,1.89E-03
,,,,,,,,,,,
age(Gyr)=1,9.000 14,0 points,,,,,,,,,
0.4,3.4638,-1.907,4.7542,12.847,1.592,1.858,1.484,3.406,1.89E+01,6.90E+01,1.51E+02
0.4188952,3.4811,-1.8168,4.7532,12.207,1.477,1.759,1.343,3.081,3.77E+01,1.27E+02,2.63E+02
0.4376974,3.4983,-1.727,4.7513,11.661,1.405,1.688,1.244,2.829,3.76E+01,1.14E+02,2.20E+02
0.4564594,3.5155,-1.637,4.7483,11.127,1.343,1.618,1.152,2.588,3.73E+01,1.03E+02,1.84E+02
0.4749639,3.5329,-1.5475,4.7457,10.604,1.282,1.547,1.061,2.354,3.69E+01,9.25E+01,1.56E+02
0.4933541,3.5502,-1.4584,4.7423,10.101,1.252,1.484,0.989,2.137,3.90E+01,8.91E+01,1.40E+02
0.5139227,3.5666,-1.3614,4.7286,9.607,1.247,1.436,0.936,1.943,4.36E+01,9.07E+01,1.34E+02
0.5369943,3.5828,-1.2642,4.7153,9.144,1.244,1.383,0.887,1.774,4.74E+01,8.90E+01,1.22E+02
0.561312,3.5991,-1.1701,4.7056,8.713,1.24,1.326,0.841,1.624,4.95E+01,8.38E+01,1.07E+02
0.5864975,3.6157,-1.0777,4.6987,8.311,1.219,1.263,0.791,1.492,2.97E+01,4.63E+01,5.58E+01
0.5910247,3.6187,-1.0615,4.6978,8.242,1.213,1.251,0.782,1.469,9.10E+00,1.37E+01,1.60E+01
0.5956019,3.6217,-1.0453,4.697,8.174,1.206,1.24,0.772,1.447,9.32E+00,1.37E+01,1.59E+01
0.6003427,3.6247,-1.0286,4.6957,8.105,1.198,1.228,0.763,1.426,1.06E+01,1.53E+01,1.75E+01
0.6062209,3.6273,-1.0089,4.6907,8.033,1.19,1.218,0.755,1.407,1.18E+01,1.66E+01,1.87E+01
0.6121192,3.6299,-0.9891,4.6855,7.962,1.181,1.208,0.746,1.389,1.18E+01,1.63E+01,1.80E+01
0.6180173,3.6325,-0.9691,4.68,7.89,1.171,1.198,0.738,1.371,1.18E+01,1.59E+01,1.73E+01
0.6239177,3.6351,-0.949,4.6745,7.818,1.16,1.188,0.729,1.353,1.18E+01,1.56E+01,1.67E+01
0.6298132,3.6377,-0.9288,4.6687,7.747,1.147,1.178,0.72,1.335,1.17E+01,1.52E+01,1.60E+01
0.6356669,3.6402,-0.9087,4.6627,7.677,1.134,1.169,0.712,1.319,1.16E+01,1.47E+01,1.52E+01
0.6414223,3.6428,-0.8887,4.657,7.607,1.118,1.159,0.703,1.302,1.16E+01,1.44E+01,1.47E+01
0.6473078,3.6453,-0.8682,4.6504,7.537,1.103,1.149,0.695,1.285,1.16E+01,1.41E+01,1.42E+01
0.6530359,3.6479,-0.8481,4.6446,7.468,1.086,1.139,0.686,1.269,1.15E+01,1.36E+01,1.35E+01
0.6587743,3.6504,-0.8277,4.638,7.399,1.069,1.129,0.678,1.253,1.15E+01,1.34E+01,1.31E+01
0.6645829,3.6529,-0.807,4.6311,7.329,1.052,1.119,0.67,1.237,1.15E+01,1.31E+01,1.27E+01
0.670291,3.6555,-0.7864,4.6246,7.259,1.034,1.108,0.661,1.22,1.14E+01,1.27E+01,1.21E+01
0.6759741,3.658,-0.7658,4.6177,7.19,1.016,1.098,0.653,1.205,1.14E+01,1.24E+01,1.17E+01
0.6816497,3.6605,-0.7449,4.6104,7.121,0.997,1.088,0.644,1.189,1.14E+01,1.22E+01,1.13E+01
0.6873263,3.663,-0.7239,4.603,7.051,0.977,1.078,0.636,1.174,1.12E+01,1.18E+01,1.08E+01
0.6928711,3.6655,-0.7031,4.5957,6.983,0.956,1.067,0.628,1.159,1.11E+01,1.15E+01,1.03E+01
0.6984441,3.668,-0.682,4.5881,6.913,0.935,1.057,0.619,1.144,1.14E+01,1.16E+01,1.03E+01
0.7043072,3.6704,-0.6607,4.58,6.844,0.913,1.047,0.611,1.13,1.17E+01,1.16E+01,1.02E+01
0.7101549,3.6729,-0.6396,4.5725,6.776,0.89,1.036,0.603,1.115,1.18E+01,1.15E+01,9.92E+00
0.7160812,3.6753,-0.618,4.5641,6.707,0.867,1.026,0.595,1.101,1.17E+01,1.12E+01,9.55E+00
0.7218717,3.6778,-0.5966,4.5562,6.638,0.844,1.016,0.586,1.086,1.16E+01,1.09E+01,9.15E+00
0.7276749,3.6802,-0.5749,4.5476,6.569,0.82,1.005,0.578,1.072,1.16E+01,1.07E+01,8.89E+00
0.7335035,3.6826,-0.5529,4.5386,6.5,0.797,0.995,0.571,1.059,1.16E+01,1.05E+01,8.62E+00
0.7393135,3.685,-0.5305,4.5293,6.43,0.773,0.985,0.563,1.045,1.16E+01,1.03E+01,8.33E+00
0.7451153,3.6873,-0.508,4.5193,6.361,0.751,0.975,0.555,1.032,1.15E+01,9.98E+00,7.98E+00
0.7507847,3.6896,-0.4856,4.5094,6.292,0.728,0.965,0.548,1.019,1.13E+01,9.68E+00,7.64E+00
0.7564404,3.692,-0.4629,4.4996,6.222,0.706,0.954,0.54,1.006,1.13E+01,9.53E+00,7.43E+00
0.7621335,3.6942,-0.4398,4.4886,6.152,0.685,0.944,0.533,0.994,1.13E+01,9.32E+00,7.18E+00
0.7677377,3.6965,-0.4164,4.4775,6.082,0.663,0.934,0.526,0.982,1.12E+01,9.12E+00,6.94E+00
0.773379,3.6987,-0.3927,4.4658,6.011,0.643,0.924,0.519,0.97,1.12E+01,8.93E+00,6.71E+00
0.7789446,3.7009,-0.3686,4.4536,5.94,0.624,0.913,0.512,0.958,1.10E+01,8.64E+00,6.41E+00
0.7843972,3.7031,-0.3446,4.4415,5.869,0.604,0.903,0.505,0.946,1.10E+01,8.50E+00,6.24E+00
0.7899667,3.7052,-0.3196,4.4279,5.796,0.584,0.893,0.498,0.935,1.10E+01,8.34E+00,6.05E+00
0.7953927,3.7073,-0.2947,4.4144,5.723,0.565,0.883,0.491,0.924,1.09E+01,8.17E+00,5.86E+00
0.8009137,3.7094,-0.2692,4.4003,5.649,0.545,0.873,0.485,0.913,1.13E+01,8.33E+00,5.91E+00
0.8067421,3.7114,-0.2437,4.386,5.575,0.527,0.863,0.478,0.903,1.18E+01,8.54E+00,5.98E+00
0.8127457,3.7133,-0.2172,4.3703,5.499,0.509,0.854,0.472,0.892,1.22E+01,8.62E+00,5.97E+00
0.8189004,3.7151,-0.1896,4.3532,5.421,0.493,0.845,0.466,0.883,1.24E+01,8.67E+00,5.93E+00
0.8251826,3.7167,-0.1602,4.3335,5.34,0.477,0.836,0.461,0.874,1.21E+01,8.29E+00,5.60E+00
0.8310093,3.7183,-0.1308,4.3135,5.258,0.462,0.828,0.456,0.865,1.19E+01,8.00E+00,5.34E+00
0.8370698,3.7196,-0.0983,4.2894,5.17,0.449,0.821,0.451,0.857,1.24E+01,8.19E+00,5.40E+00
0.8433933,3.7206,-0.0632,4.2616,5.075,0.439,0.814,0.447,0.851,1.34E+01,8.69E+00,5.66E+00
0.8504346,3.721,-0.023,4.2266,4.97,0.432,0.81,0.443,0.846,1.33E+01,8.47E+00,5.45E+00
0.8566758,3.7203,0.0148,4.1891,4.875,0.434,0.811,0.443,0.846,1.08E+01,6.79E+00,4.31E+00
0.8612503,3.7186,0.044,4.1555,4.805,0.444,0.816,0.446,0.851,7.98E+00,4.94E+00,3.11E+00
0.8646544,3.7161,0.0663,4.1249,4.755,0.46,0.824,0.45,0.86,6.13E+00,3.76E+00,2.35E+00
0.8673785,3.7131,0.0843,4.0962,4.719,0.481,0.835,0.457,0.871,4.85E+00,2.96E+00,1.84E+00
0.8695078,3.7096,0.0985,4.0691,4.695,0.506,0.848,0.464,0.884,3.83E+00,2.32E+00,1.44E+00
0.8712055,3.7058,0.1098,4.0434,4.68,0.534,0.862,0.473,0.899,3.08E+00,1.86E+00,1.15E+00
0.8725923,3.7017,0.1196,4.0179,4.671,0.564,0.878,0.483,0.917,2.54E+00,1.52E+00,9.38E-01
0.8737429,3.6975,0.1291,3.9922,4.664,0.594,0.894,0.493,0.934,2.20E+00,1.32E+00,8.10E-01
0.8747956,3.6933,0.1401,3.9649,4.653,0.626,0.91,0.503,0.953,2.01E+00,1.20E+00,7.36E-01
0.8757544,3.6892,0.154,3.9351,4.635,0.658,0.925,0.513,0.97,1.91E+00,1.14E+00,6.96E-01
0.8767065,3.6853,0.1734,3.9006,4.603,0.688,0.939,0.522,0.987,1.89E+00,1.12E+00,6.85E-01
0.8776426,3.6818,0.1987,3.8617,4.554,0.716,0.951,0.53,1.001,1.83E+00,1.08E+00,6.60E-01
0.8785345,3.6793,0.231,3.8199,4.482,0.734,0.958,0.535,1.01,1.72E+00,1.02E+00,6.19E-01
0.879364,3.6773,0.2672,3.7761,4.398,0.748,0.964,0.538,1.016,1.59E+00,9.40E-01,5.71E-01
0.8801286,3.676,0.3062,3.7323,4.303,0.757,0.967,0.539,1.019,1.47E+00,8.66E-01,5.26E-01
0.8808366,3.6751,0.3472,3.688,4.201,0.761,0.968,0.539,1.02,1.35E+00,7.96E-01,4.82E-01
0.8814835,3.6744,0.3889,3.6438,4.096,0.765,0.969,0.538,1.019,1.24E+00,7.29E-01,4.41E-01
0.8820804,3.6739,0.4314,3.5996,3.988,0.766,0.969,0.537,1.018,1.15E+00,6.72E-01,4.07E-01
0.8826327,3.6735,0.4741,3.5556,3.879,0.767,0.968,0.535,1.016,1.06E+00,6.18E-01,3.74E-01
0.8831387,3.673,0.5168,3.5112,3.77,0.768,0.969,0.534,1.014,9.74E-01,5.69E-01,3.43E-01
0.8836071,3.6725,0.5595,3.4667,3.662,0.77,0.969,0.533,1.013,9.02E-01,5.26E-01,3.17E-01
0.8840405,3.672,0.6022,3.4222,3.554,0.772,0.97,0.532,1.012,8.35E-01,4.86E-01,2.93E-01
0.8844418,3.6714,0.6449,3.3773,3.447,0.775,0.971,0.531,1.011,7.72E-01,4.49E-01,2.71E-01
0.8848129,3.6707,0.6875,3.3321,3.34,0.779,0.972,0.53,1.01,7.09E-01,4.12E-01,2.48E-01
0.8851509,3.6699,0.7299,3.2866,3.235,0.784,0.974,0.53,1.011,6.51E-01,3.78E-01,2.27E-01
0.8854635,3.6689,0.7723,3.2404,3.131,0.79,0.977,0.53,1.012,6.05E-01,3.51E-01,2.11E-01
0.885756,3.668,0.8147,3.1945,3.027,0.796,0.98,0.53,1.013,5.66E-01,3.28E-01,1.97E-01
0.886029,3.6669,0.8571,3.1479,2.925,0.804,0.984,0.531,1.015,5.20E-01,3.01E-01,1.81E-01
0.8862761,3.6657,0.899,3.1013,2.824,0.813,0.989,0.532,1.018,4.84E-01,2.80E-01,1.68E-01
0.8865132,3.6644,0.9405,3.0547,2.726,0.823,0.995,0.534,1.021,4.82E-01,2.79E-01,1.67E-01
0.8867584,3.6631,0.982,3.0081,2.629,0.834,1.001,0.536,1.025,4.62E-01,2.67E-01,1.60E-01
0.8869753,3.6616,1.0231,2.9611,2.534,0.846,1.008,0.538,1.03,4.12E-01,2.38E-01,1.43E-01
0.8871701,3.6601,1.0639,2.9144,2.44,0.858,1.016,0.541,1.035,3.75E-01,2.16E-01,1.30E-01
0.8873499,3.6585,1.1047,2.8673,2.347,0.871,1.024,0.544,1.041,3.45E-01,1.99E-01,1.19E-01
0.8875148,3.6568,1.145,2.8203,2.257,0.885,1.034,0.547,1.047,3.20E-01,1.85E-01,1.10E-01
0.8876698,3.6552,1.1854,2.7736,2.166,0.899,1.043,0.55,1.054,2.97E-01,1.71E-01,1.03E-01
0.8878122,3.6535,1.2258,2.7264,2.076,0.913,1.053,0.554,1.061,2.72E-01,1.57E-01,9.40E-02
0.8879422,3.6517,1.2655,2.6796,1.99,0.93,1.064,0.558,1.069,2.74E-01,1.58E-01,9.46E-02
0.8880865,3.65,1.3057,2.6327,1.901,0.946,1.075,0.563,1.077,3.96E-01,2.28E-01,1.36E-01
0.8883384,3.6499,1.319,2.6191,1.868,0.946,1.076,0.562,1.076,4.62E-01,2.66E-01,1.59E-01
0.8885485,3.6494,1.3373,2.5989,1.826,0.951,1.08,0.563,1.078,3.22E-01,1.85E-01,1.11E-01
0.8886604,3.6474,1.3763,2.552,1.744,0.971,1.092,0.569,1.089,2.03E-01,1.16E-01,6.96E-02
0.888751,3.6455,1.4153,2.5054,1.661,0.991,1.104,0.575,1.099,1.69E-01,9.73E-02,5.81E-02
0.8888297,3.6435,1.4541,2.4586,1.58,1.014,1.117,0.581,1.109,1.55E-01,8.91E-02,5.33E-02
0.8889061,3.6414,1.4927,2.4117,1.501,1.038,1.13,0.587,1.121,1.44E-01,8.28E-02,4.94E-02
0.8889737,3.6392,1.5307,2.3649,1.425,1.064,1.145,0.595,1.134,1.33E-01,7.65E-02,4.57E-02
0.8890392,3.6371,1.5688,2.3184,1.348,1.089,1.158,0.601,1.147,1.26E-01,7.23E-02,4.32E-02
0.8890995,3.6349,1.6068,2.2717,1.273,1.116,1.172,0.609,1.161,1.16E-01,6.66E-02,3.98E-02
0.8891552,3.6327,1.6444,2.2253,1.199,1.144,1.186,0.616,1.175,1.08E-01,6.22E-02,3.71E-02
0.8892078,3.6305,1.682,2.1789,1.125,1.172,1.201,0.624,1.189,1.01E-01,5.79E-02,3.46E-02
0.8892561,3.6282,1.7195,2.1323,1.053,1.202,1.215,0.632,1.205,9.41E-02,5.40E-02,3.22E-02
0.8893019,3.6259,1.7566,2.086,0.983,1.232,1.23,0.64,1.221,8.73E-02,5.01E-02,2.99E-02
0.8893434,3.6236,1.7936,2.0398,0.914,1.264,1.245,0.648,1.238,8.07E-02,4.63E-02,2.76E-02
0.8893826,3.6212,1.8305,1.9933,0.847,1.298,1.261,0.657,1.257,9.84E-02,5.65E-02,3.37E-02
0.8894418,3.6173,1.8917,1.9165,0.736,1.355,1.287,0.673,1.289,1.11E-01,6.39E-02,3.81E-02
0.889494,3.6133,1.9529,1.8394,0.63,1.417,1.314,0.69,1.325,9.78E-02,5.61E-02,3.35E-02
0.8895396,3.6092,2.0132,1.7627,0.529,1.482,1.343,0.708,1.365,8.67E-02,4.97E-02,2.97E-02
0.8895807,3.6051,2.0732,1.6863,0.432,1.548,1.372,0.726,1.407,7.77E-02,4.46E-02,2.66E-02
0.8896173,3.6008,2.1325,1.6098,0.341,1.618,1.402,0.747,1.454,6.95E-02,3.99E-02,2.38E-02
0.8896502,3.5966,2.1917,1.5338,0.253,1.688,1.434,0.767,1.503,6.19E-02,3.55E-02,2.12E-02
0.8896792,3.5922,2.2502,1.4578,0.175,1.763,1.47,0.79,1.56,5.53E-02,3.17E-02,1.89E-02
0.8897055,3.5878,2.3085,1.3819,0.101,1.84,1.508,0.815,1.621,4.95E-02,2.84E-02,1.69E-02
0.8897287,3.5833,2.3653,1.3071,0.037,1.922,1.548,0.842,1.688,4.42E-02,2.53E-02,1.51E-02
0.8897497,3.5787,2.4218,1.2322,-0.02,2.007,1.592,0.87,1.762,3.88E-02,2.22E-02,1.33E-02
0.8897675,3.5739,2.477,1.1578,-0.068,2.096,1.637,0.901,1.841,3.43E-02,1.97E-02,1.17E-02
0.889784,3.5691,2.5315,1.0841,-0.109,2.186,1.684,0.933,1.924,3.20E-02,1.83E-02,1.09E-02
0.8897995,3.5642,2.5853,1.0107,-0.141,2.279,1.733,0.966,2.014,2.86E-02,1.64E-02,9.78E-03
0.8898126,3.5591,2.6383,0.9373,-0.161,2.378,1.786,1.002,2.113,2.61E-02,1.50E-02,8.92E-03
0.8898256,3.5541,2.6912,0.8644,-0.178,2.477,1.84,1.04,2.215,2.38E-02,1.36E-02,8.13E-03
0.8898364,3.5489,2.7418,0.793,-0.18,2.582,1.897,1.08,2.326,2.16E-02,1.24E-02,7.38E-03
0.8898472,3.5436,2.7925,0.7211,-0.177,2.692,1.957,1.122,2.442,2.00E-02,1.15E-02,6.84E-03
0.8898564,3.5383,2.8422,0.6502,-0.166,2.805,2.017,1.167,2.563,1.77E-02,1.01E-02,6.05E-03
0.8898649,3.5329,2.8915,0.5793,-0.146,2.923,2.079,1.214,2.691,1.70E-02,9.74E-03,5.81E-03
0.8898734,3.5276,2.9408,0.5089,-0.122,3.041,2.142,1.261,2.822,1.58E-02,9.06E-03,5.40E-03
0.8898807,3.5222,2.9895,0.4386,-0.09,3.163,2.207,1.311,2.961,1.43E-02,8.20E-03,4.89E-03
